train/french/F01_R,0.11,1.54,french/train/F01_R/F01_R_00000
train/french/F01_R,2.06,2.69,french/train/F01_R/F01_R_00001
train/french/F01_R,5.84,1.41,french/train/F01_R/F01_R_00002
train/french/F01_R,7.5,0.37,french/train/F01_R/F01_R_00003
train/french/F01_R,7.9,1.11,french/train/F01_R/F01_R_00004
train/french/F01_R,10.29,1.96,french/train/F01_R/F01_R_00005
train/french/F01_R,12.86,0.64,french/train/F01_R/F01_R_00006
train/french/F01_R,13.62,0.58,french/train/F01_R/F01_R_00007
train/french/F01_R,14.85,1.74,french/train/F01_R/F01_R_00008
train/french/F01_R,16.65,0.88,french/train/F01_R/F01_R_00009
train/french/F01_R,17.78,0.82,french/train/F01_R/F01_R_00010
train/french/F01_R,19.93,1.36,french/train/F01_R/F01_R_00011
train/french/F01_R,21.75,0.78,french/train/F01_R/F01_R_00012
train/french/F01_R,23.1,2.36,french/train/F01_R/F01_R_00013
train/french/F01_R,26.36,1.6,french/train/F01_R/F01_R_00014
train/french/F01_R,28.84,1.19,french/train/F01_R/F01_R_00016
train/french/F01_R,30.14,1.32,french/train/F01_R/F01_R_00017
train/french/F01_R,32.85,1.53,french/train/F01_R/F01_R_00018
train/french/F01_R,34.73,0.98,french/train/F01_R/F01_R_00019
train/french/F01_R,35.95,1.13,french/train/F01_R/F01_R_00020
train/french/F01_R,37.52,1.41,french/train/F01_R/F01_R_00021
train/french/F01_R,39.73,1.3,french/train/F01_R/F01_R_00022
train/french/F01_R,41.14,1.18,french/train/F01_R/F01_R_00023
train/french/F01_R,42.61,1.43,french/train/F01_R/F01_R_00024
train/french/F01_R,44.36,0.79,french/train/F01_R/F01_R_00025
train/french/F01_R,45.36,0.86,french/train/F01_R/F01_R_00026
train/french/F01_R,46.95,0.34,french/train/F01_R/F01_R_00027
train/french/F01_R,47.72,0.83,french/train/F01_R/F01_R_00028
train/french/F01_R,49.13,1.18,french/train/F01_R/F01_R_00029
train/french/F01_R,50.63,2.68,french/train/F01_R/F01_R_00030
train/french/F01_R,54.21,3.09,french/train/F01_R/F01_R_00031
train/french/F01_R,58.4,0.61,french/train/F01_R/F01_R_00033
train/french/F01_R,59.53,2.28,french/train/F01_R/F01_R_00034
train/french/F01_R,62.44,2.85,french/train/F01_R/F01_R_00035
train/french/F01_R,66.93,2.08,french/train/F01_R/F01_R_00037
train/french/F01_R,69.04,0.62,french/train/F01_R/F01_R_00038
train/french/F01_R,70.34,1.6,french/train/F01_R/F01_R_00039
train/french/F01_R,72.39,1.51,french/train/F01_R/F01_R_00040
train/french/F01_R,74.42,1.67,french/train/F01_R/F01_R_00041
train/french/F01_R,76.98,0.99,french/train/F01_R/F01_R_00042
train/french/F01_R,78.41,1.2,french/train/F01_R/F01_R_00043
train/french/F01_R,81.83,2.76,french/train/F01_R/F01_R_00045
train/french/F01_R,84.96,1.18,french/train/F01_R/F01_R_00046
train/french/F01_R,86.5,0.86,french/train/F01_R/F01_R_00047
train/french/F01_R,87.46,0.72,french/train/F01_R/F01_R_00048
train/french/F01_R,88.71,0.76,french/train/F01_R/F01_R_00049
train/french/F01_R,89.53,1.32,french/train/F01_R/F01_R_00050
train/french/F01_R,91.44,2.01,french/train/F01_R/F01_R_00051
train/french/F01_R,93.87,1.78,french/train/F01_R/F01_R_00052
train/french/F01_R,95.74,0.55,french/train/F01_R/F01_R_00053
train/french/F01_R,96.59,1.59,french/train/F01_R/F01_R_00054
train/french/F01_R,99.39,0.72,french/train/F01_R/F01_R_00055
train/french/F01_R,100.5,1.41,french/train/F01_R/F01_R_00056
train/french/F01_R,102.42,2.34,french/train/F01_R/F01_R_00057
train/french/F01_R,105.1,2.25,french/train/F01_R/F01_R_00058
train/french/F01_R,107.88,0.76,french/train/F01_R/F01_R_00059
train/french/F01_R,108.71,0.75,french/train/F01_R/F01_R_00060
train/french/F01_R,109.49,0.92,french/train/F01_R/F01_R_00061
train/french/F01_R,110.62,1.0,french/train/F01_R/F01_R_00062
train/french/F01_R,113.74,4.28,french/train/F01_R/F01_R_00063
train/french/F01_R,118.47,1.56,french/train/F01_R/F01_R_00064
train/french/F01_R,120.99,1.79,french/train/F01_R/F01_R_00066
train/french/F01_R,123.01,1.18,french/train/F01_R/F01_R_00067
train/french/F01_R,124.58,1.88,french/train/F01_R/F01_R_00068
train/french/F01_R,126.5,1.5,french/train/F01_R/F01_R_00069
train/french/F01_R,129.75,1.24,french/train/F01_R/F01_R_00070
train/french/F01_R,131.03,1.65,french/train/F01_R/F01_R_00071
train/french/F01_R,132.88,0.46,french/train/F01_R/F01_R_00072
train/french/F01_R,133.37,0.59,french/train/F01_R/F01_R_00073
train/french/F01_R,134.84,3.67,french/train/F01_R/F01_R_00074
train/french/F01_R,138.71,0.55,french/train/F01_R/F01_R_00075
train/french/F01_R,139.37,0.86,french/train/F01_R/F01_R_00076
train/french/F01_R,141.0,2.72,french/train/F01_R/F01_R_00077
train/french/F01_R,143.98,1.48,french/train/F01_R/F01_R_00078
train/french/F01_R,145.8,1.2,french/train/F01_R/F01_R_00079
train/french/F01_R,147.22,1.96,french/train/F01_R/F01_R_00080
train/french/F01_R,150.1,3.91,french/train/F01_R/F01_R_00081
train/french/F01_R,154.04,0.68,french/train/F01_R/F01_R_00082
train/french/F01_R,155.12,1.65,french/train/F01_R/F01_R_00083
train/french/F01_R,156.96,1.34,french/train/F01_R/F01_R_00084
train/french/F01_R,158.59,1.21,french/train/F01_R/F01_R_00085
train/french/F01_R,161.15,0.86,french/train/F01_R/F01_R_00087
train/french/F01_R,162.06,2.05,french/train/F01_R/F01_R_00088
train/french/F01_R,164.47,1.41,french/train/F01_R/F01_R_00089
train/french/F01_R,167.08,1.21,french/train/F01_R/F01_R_00090
train/french/F01_R,168.56,0.99,french/train/F01_R/F01_R_00091
train/french/F01_R,170.86,0.64,french/train/F01_R/F01_R_00092
train/french/F01_R,171.53,1.2,french/train/F01_R/F01_R_00093
train/french/F01_R,173.28,1.26,french/train/F01_R/F01_R_00094
train/french/F01_R,174.67,1.12,french/train/F01_R/F01_R_00095
train/french/F01_R,177.41,0.98,french/train/F01_R/F01_R_00097
train/french/F01_R,179.12,1.82,french/train/F01_R/F01_R_00098
train/french/F01_R,181.94,1.31,french/train/F01_R/F01_R_00100
train/french/F01_R,184.61,1.06,french/train/F01_R/F01_R_00101
train/french/F01_R,186.04,1.89,french/train/F01_R/F01_R_00102
train/french/F01_R,188.8,1.31,french/train/F01_R/F01_R_00103
train/french/F01_R,190.58,0.95,french/train/F01_R/F01_R_00105
train/french/F01_R,191.75,1.07,french/train/F01_R/F01_R_00106
train/french/F01_R,193.07,2.32,french/train/F01_R/F01_R_00107
train/french/F01_R,196.21,1.86,french/train/F01_R/F01_R_00108
train/french/F01_R,199.09,0.97,french/train/F01_R/F01_R_00109
train/french/F01_R,200.23,0.81,french/train/F01_R/F01_R_00110
train/french/F01_R,201.3,1.42,french/train/F01_R/F01_R_00111
train/french/F01_R,204.04,0.77,french/train/F01_R/F01_R_00112
train/french/F01_R,205.14,2.81,french/train/F01_R/F01_R_00113
train/french/F01_R,209.05,2.56,french/train/F01_R/F01_R_00114
train/french/F01_R,212.88,0.78,french/train/F01_R/F01_R_00115
train/french/F01_R,213.89,2.33,french/train/F01_R/F01_R_00116
train/french/F01_R,217.53,2.55,french/train/F01_R/F01_R_00117
