english/train/voice/V002_2316864420,0.0,6.53,english/train/V002/V002_2316864420
english/train/voice/V002_1060830736,0.0,6.67,english/train/V002/V002_1060830736
english/train/voice/V002_3476817276,0.0,3.23,english/train/V002/V002_3476817276
english/train/voice/V002_3407338551,0.0,4.87,english/train/V002/V002_3407338551
english/train/voice/V001_2853691968,0.0,9.3,english/train/V001/V001_2853691968
english/train/voice/V002_0404477857,0.0,1.48,english/train/V002/V002_0404477857
english/train/voice/V001_3262144730,0.0,6.72,english/train/V001/V001_3262144730
english/train/voice/V001_2148295010,0.0,22.38,english/train/V001/V001_2148295010
english/train/voice/V002_3313304542,0.0,0.84,english/train/V002/V002_3313304542
english/train/voice/V002_3007667230,0.0,1.54,english/train/V002/V002_3007667230
english/train/voice/V001_0001866840,0.0,8.11,english/train/V001/V001_0001866840
english/train/voice/V002_3669569804,0.0,1.23,english/train/V002/V002_3669569804
english/train/voice/V002_0212956319,0.0,2.23,english/train/V002/V002_0212956319
english/train/voice/V002_2807931124,0.0,3.11,english/train/V002/V002_2807931124
english/train/voice/V002_0056733784,0.0,0.79,english/train/V002/V002_0056733784
english/train/voice/V002_0889387713,0.0,0.62,english/train/V002/V002_0889387713
english/train/voice/V002_4292252342,0.0,2.12,english/train/V002/V002_4292252342
english/train/voice/V002_0766488097,0.0,2.03,english/train/V002/V002_0766488097
english/train/voice/V001_1890312342,0.0,10.01,english/train/V001/V001_1890312342
english/train/voice/V002_4137536722,0.0,1.0,english/train/V002/V002_4137536722
english/train/voice/V002_1070587920,0.0,10.13,english/train/V002/V002_1070587920
english/train/voice/V002_0427593952,0.0,1.18,english/train/V002/V002_0427593952
english/train/voice/V002_0212134839,0.0,12.49,english/train/V002/V002_0212134839
english/train/voice/V001_2619286544,0.0,9.36,english/train/V001/V001_2619286544
english/train/voice/V002_1856292166,0.0,1.22,english/train/V002/V002_1856292166
english/train/voice/V002_3624518799,0.0,4.05,english/train/V002/V002_3624518799
english/train/voice/V002_0535917635,0.0,13.29,english/train/V002/V002_0535917635
english/train/voice/V001_3115314541,0.0,7.12,english/train/V001/V001_3115314541
english/train/voice/V002_1442106462,0.0,4.82,english/train/V002/V002_1442106462
english/train/voice/V001_1222724842,0.0,4.45,english/train/V001/V001_1222724842
english/train/voice/V001_1824619273,0.0,6.82,english/train/V001/V001_1824619273
english/train/voice/V002_3937870159,0.0,6.78,english/train/V002/V002_3937870159
english/train/voice/V002_3204475177,0.0,1.42,english/train/V002/V002_3204475177
english/train/voice/V001_2425958949,0.0,0.99,english/train/V001/V001_2425958949
english/train/voice/V002_0299905233,0.0,11.03,english/train/V002/V002_0299905233
english/train/voice/V002_3975322260,0.0,4.39,english/train/V002/V002_3975322260
english/train/voice/V002_2783914580,0.0,9.42,english/train/V002/V002_2783914580
english/train/voice/V002_0218404297,0.0,1.27,english/train/V002/V002_0218404297
english/train/voice/V001_1309767435,0.0,6.27,english/train/V001/V001_1309767435
english/train/voice/V001_2581998363,0.0,16.28,english/train/V001/V001_2581998363
english/train/voice/V002_3039276379,0.0,1.05,english/train/V002/V002_3039276379
english/train/voice/V002_1471437462,0.0,2.08,english/train/V002/V002_1471437462
english/train/voice/V002_3227684671,0.0,2.21,english/train/V002/V002_3227684671
english/train/voice/V002_3003511552,0.0,4.91,english/train/V002/V002_3003511552
english/train/voice/V002_0704757247,0.0,10.85,english/train/V002/V002_0704757247
english/train/voice/V002_1742800723,0.0,2.15,english/train/V002/V002_1742800723
english/train/voice/V001_1172895858,0.0,14.77,english/train/V001/V001_1172895858
english/train/voice/V002_0140351983,0.0,5.24,english/train/V002/V002_0140351983
english/train/voice/V002_2541482516,0.0,1.04,english/train/V002/V002_2541482516
english/train/voice/V002_1424985686,0.0,1.84,english/train/V002/V002_1424985686
english/train/voice/V002_0051320612,0.0,4.23,english/train/V002/V002_0051320612
english/train/voice/V002_0901996369,0.0,6.62,english/train/V002/V002_0901996369
english/train/voice/V002_0161000359,0.0,7.02,english/train/V002/V002_0161000359
english/train/voice/V002_0779333134,0.0,3.32,english/train/V002/V002_0779333134
english/train/voice/V002_2165071824,0.0,1.15,english/train/V002/V002_2165071824
english/train/voice/V002_1645491156,0.0,1.62,english/train/V002/V002_1645491156
